sample_accession	run_accession	scientific_name	fastq_ftp	fastq_aspera	sample_alias
SAMEA4690095	ERR2598173	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598173/ERR2598173.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598173/ERR2598173.fastq.gz	E-MTAB-6814:3589sTS.Human.Liver.CS13.Male
SAMEA4690096	ERR2598174	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598174/ERR2598174.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598174/ERR2598174.fastq.gz	E-MTAB-6814:5626sTS.Human.Liver.4w.Male
SAMEA4690100	ERR2598178	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598178/ERR2598178.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598178/ERR2598178.fastq.gz	E-MTAB-6814:5914sTS.Human.Ovary.4w.Female
SAMEA4690102	ERR2598180	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598180/ERR2598180.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2598180/ERR2598180.fastq.gz	E-MTAB-6814:3669sTS.Human.Forebrain.CS16.Male
SAMEA4690105	ERR2598183	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598183/ERR2598183.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598183/ERR2598183.fastq.gz	E-MTAB-6814:5642sTS.Human.Heart.5w.Female
SAMEA4690114	ERR2598192	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598192/ERR2598192.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598192/ERR2598192.fastq.gz	E-MTAB-6814:5958sTS.Human.Testis.5w.Male
SAMEA4690115	ERR2598193	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598193/ERR2598193.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598193/ERR2598193.fastq.gz	E-MTAB-6814:2088sTS.Human.Heart.CS18.Male
SAMEA4690116	ERR2598194	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598194/ERR2598194.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598194/ERR2598194.fastq.gz	E-MTAB-6814:3675sTS.Human.Heart.CS17.Female
SAMEA4690120	ERR2598198	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598198/ERR2598198.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598198/ERR2598198.fastq.gz	E-MTAB-6814:5742sTS.Human.Hindbrain.6w.Female
SAMEA4690122	ERR2598200	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598200/ERR2598200.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2598200/ERR2598200.fastq.gz	E-MTAB-6814:5650sTS.Human.Kidney.6w.Male
SAMEA4690125	ERR2598203	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598203/ERR2598203.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598203/ERR2598203.fastq.gz	E-MTAB-6814:5639sTS.Human.Ovary.6w.Female
SAMEA4690129	ERR2598207	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598207/ERR2598207.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598207/ERR2598207.fastq.gz	E-MTAB-6814:3571sTS.Human.Forebrain.CS20.Female
SAMEA4690133	ERR2598211	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598211/ERR2598211.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598211/ERR2598211.fastq.gz	E-MTAB-6814:3638sTS.Human.Heart.CS21.Male
SAMEA4690134	ERR2598212	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598212/ERR2598212.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598212/ERR2598212.fastq.gz	E-MTAB-6814:2029sTSb.Human.Hindbrain.CS21.Male
SAMEA4690136	ERR2598214	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598214/ERR2598214.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598214/ERR2598214.fastq.gz	E-MTAB-6814:3637sTS.Human.Hindbrain.CS21.Male
SAMEA4690146	ERR2598224	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598224/ERR2598224.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598224/ERR2598224.fastq.gz	E-MTAB-6814:3640sTS.Human.Testis.CS21.Male
SAMEA4690147	ERR2598225	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598225/ERR2598225.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598225/ERR2598225.fastq.gz	E-MTAB-6814:3642sTS.Human.Testis.CS19.Male
SAMEA4690149	ERR2598227	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598227/ERR2598227.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598227/ERR2598227.fastq.gz	E-MTAB-6814:2080sTS.Human.Brain.CS23.Male
SAMEA4690150	ERR2598228	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598228/ERR2598228.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598228/ERR2598228.fastq.gz	E-MTAB-6814:2086sTSm.Human.Brain.CS23.Female
SAMEA4690158	ERR2598236	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598236/ERR2598236.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598236/ERR2598236.fastq.gz	E-MTAB-6814:2033sTS.Human.Hindbrain.CS22.Female
SAMEA4690161	ERR2598239	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598239/ERR2598239.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598239/ERR2598239.fastq.gz	E-MTAB-6814:5645sTS.Human.Kidney.CS22.Female
SAMEA4690163	ERR2598241	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598241/ERR2598241.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598241/ERR2598241.fastq.gz	E-MTAB-6814:2016sTSm.Human.Liver.CS22.Male
SAMEA4690164	ERR2598242	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598242/ERR2598242.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598242/ERR2598242.fastq.gz	E-MTAB-6814:2017sTSm.Human.Liver.CS22.Female
SAMEA4690171	ERR2598248	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598248/ERR2598248.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598248/ERR2598248.fastq.gz	E-MTAB-6814:1991sTS.Human.Testis.CS23.Male
SAMEA4690174	ERR2598251	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598251/ERR2598251.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598251/ERR2598251.fastq.gz	E-MTAB-6814:2050sTS.Human.Forebrain.9w.Female
SAMEA4690175	ERR2598252	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598252/ERR2598252.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598252/ERR2598252.fastq.gz	E-MTAB-6814:2068sTS.Human.Brain.9w.Male
SAMEA4690179	ERR2598256	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598256/ERR2598256.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598256/ERR2598256.fastq.gz	E-MTAB-6814:2040sTS.Human.Hindbrain.9w.Male
SAMEA4690185	ERR2598262	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598262/ERR2598262.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598262/ERR2598262.fastq.gz	E-MTAB-6814:2072sTSm.Human.Liver.9w.Male
SAMEA4690186	ERR2598263	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598263/ERR2598263.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598263/ERR2598263.fastq.gz	E-MTAB-6814:2052sTSm.Human.Ovary.9w.Female
SAMEA4690187	ERR2598264	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598264/ERR2598264.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598264/ERR2598264.fastq.gz	E-MTAB-6814:2074sTS.Human.Testis.9w.Male
SAMEA4690188	ERR2598265	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598265/ERR2598265.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598265/ERR2598265.fastq.gz	E-MTAB-6814:5926sTS.Human.Testis.9w.Male
SAMEA4690190	ERR2598267	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598267/ERR2598267.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598267/ERR2598267.fastq.gz	E-MTAB-6814:5532sTS.Human.Brain.16ypb.Male
SAMEA4690198	ERR2598275	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598275/ERR2598275.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598275/ERR2598275.fastq.gz	E-MTAB-6814:5575sTS.Human.Liver.17ypb.Male
SAMEA4690200	ERR2598277	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598277/ERR2598277.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598277/ERR2598277.fastq.gz	E-MTAB-6814:5546sTS.Human.Testis.17ypb.Male
SAMEA4690203	ERR2598280	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598280/ERR2598280.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2598280/ERR2598280.fastq.gz	E-MTAB-6814:5514sTS.Human.Brain.58ypb.Male
SAMEA4690205	ERR2598282	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598282/ERR2598282.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598282/ERR2598282.fastq.gz	E-MTAB-6814:5525sTS.Human.Cerebellum.58ypb.Male
SAMEA4690206	ERR2598283	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598283/ERR2598283.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598283/ERR2598283.fastq.gz	E-MTAB-6814:5573sTS.Human.Cerebellum.58ypb.Male
SAMEA4690209	ERR2598286	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598286/ERR2598286.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598286/ERR2598286.fastq.gz	E-MTAB-6814:5518sTS.Human.Testis.55ypb.Male
SAMEA4690213	ERR2598290	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598290/ERR2598290.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2598290/ERR2598290.fastq.gz	E-MTAB-6814:5836sTS.Human.Heart.127dpb.Male
SAMEA4690217	ERR2598294	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598294/ERR2598294.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598294/ERR2598294.fastq.gz	E-MTAB-6814:5568sTS.Human.Cerebellum.270dpb.Male
SAMEA4690218	ERR2598295	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598295/ERR2598295.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598295/ERR2598295.fastq.gz	E-MTAB-6814:5849sTS.Human.Cerebellum.6mpb.Female
SAMEA4690221	ERR2598298	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598298/ERR2598298.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598298/ERR2598298.fastq.gz	E-MTAB-6814:6104sTS.Human.Kidney.6mpb.Male
SAMEA4690225	ERR2598302	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598302/ERR2598302.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598302/ERR2598302.fastq.gz	E-MTAB-6814:5523sTS.Human.Testis.270dpb.Male
SAMEA4690226	ERR2598303	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598303/ERR2598303.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598303/ERR2598303.fastq.gz	E-MTAB-6814:5560sTS.Human.Testis.221dpb.Male
SAMEA4690227	ERR2598304	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598304/ERR2598304.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598304/ERR2598304.fastq.gz	E-MTAB-6814:6102sTS.Human.Testis.6mpb.Male
SAMEA4690228	ERR2598305	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598305/ERR2598305.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598305/ERR2598305.fastq.gz	E-MTAB-6814:5517sTS.Human.Brain.50ypb.Male
SAMEA4690229	ERR2598306	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598306/ERR2598306.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598306/ERR2598306.fastq.gz	E-MTAB-6814:5557sTS.Human.Brain.53ypb.Male
SAMEA4690231	ERR2598308	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598308/ERR2598308.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598308/ERR2598308.fastq.gz	E-MTAB-6814:5516sTS.Human.Cerebellum.53ypb.Male
SAMEA4690232	ERR2598309	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598309/ERR2598309.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598309/ERR2598309.fastq.gz	E-MTAB-6814:5549sTS.Human.Cerebellum.50ypb.Male
SAMEA4690237	ERR2598314	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598314/ERR2598314.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598314/ERR2598314.fastq.gz	E-MTAB-6814:5894sTS.Human.Brain.15dpb.Female
SAMEA4690239	ERR2598316	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598316/ERR2598316.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598316/ERR2598316.fastq.gz	E-MTAB-6814:5850sTS.Human.Heart.6dpb.Male
SAMEA4690242	ERR2598319	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598319/ERR2598319.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598319/ERR2598319.fastq.gz	E-MTAB-6814:5519sTS.Human.Cerebellum.15dpb.Female
SAMEA4690244	ERR2598321	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598321/ERR2598321.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598321/ERR2598321.fastq.gz	E-MTAB-6814:5842sTS.Human.Cerebellum.0dpb.Female
SAMEA4690245	ERR2598322	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2598322/ERR2598322.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2598322/ERR2598322.fastq.gz	E-MTAB-6814:5848sTS.Human.Cerebellum.0dpb.Female
SAMEA4690246	ERR2598323	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598323/ERR2598323.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598323/ERR2598323.fastq.gz	E-MTAB-6814:5834sTS.Human.Kidney.34dpb.Male
SAMEA4690250	ERR2598327	Homo sapiens	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598327/ERR2598327.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598327/ERR2598327.fastq.gz	E-MTAB-6814:5548sTS.Human.Liver.15dpb.Male
