sample_accession	run_accession	scientific_name	fastq_ftp	fastq_aspera	sample_alias
SAMEA4688344	ERR2596825	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2596825/ERR2596825.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2596825/ERR2596825.fastq.gz	E-MTAB-6813:5508sTS.Macaque.Testis.1dpb.Male
SAMEA4688349	ERR2596830	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2596830/ERR2596830.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2596830/ERR2596830.fastq.gz	E-MTAB-6813:5470sTS.Macaque.Heart.1ypb.Male
SAMEA4688355	ERR2596836	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2596836/ERR2596836.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2596836/ERR2596836.fastq.gz	E-MTAB-6813:6074sTS.Macaque.Kidney.1ypb.Male
SAMEA4688356	ERR2596837	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596837/ERR2596837.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596837/ERR2596837.fastq.gz	E-MTAB-6813:6124sTS.Macaque.Kidney.1ypb.Male
SAMEA4688360	ERR2596841	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2596841/ERR2596841.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2596841/ERR2596841.fastq.gz	E-MTAB-6813:6073sTS.Macaque.Liver.1ypb.Male
SAMEA4688361	ERR2596842	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2596842/ERR2596842.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2596842/ERR2596842.fastq.gz	E-MTAB-6813:5418sTS.Macaque.Testis.1ypb.Male
SAMEA4688365	ERR2596846	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2596846/ERR2596846.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2596846/ERR2596846.fastq.gz	E-MTAB-6813:6076sTS.Macaque.Brain.3ypb.Male
SAMEA4688371	ERR2596852	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2596852/ERR2596852.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2596852/ERR2596852.fastq.gz	E-MTAB-6813:5428sTS.Macaque.Cerebellum.3ypb.Male
SAMEA4688374	ERR2596855	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2596855/ERR2596855.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2596855/ERR2596855.fastq.gz	E-MTAB-6813:5507sTS.Macaque.Kidney.3ypb.Male
SAMEA4688375	ERR2596856	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2596856/ERR2596856.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2596856/ERR2596856.fastq.gz	E-MTAB-6813:6079sTS.Macaque.Kidney.3ypb.Male
SAMEA4688386	ERR2596867	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596867/ERR2596867.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596867/ERR2596867.fastq.gz	E-MTAB-6813:5438sTS.Macaque.Heart.153dpb.Male
SAMEA4688388	ERR2596869	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2596869/ERR2596869.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2596869/ERR2596869.fastq.gz	E-MTAB-6813:6065sTS.Macaque.Heart.6mpb.Male
SAMEA4688389	ERR2596870	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2596870/ERR2596870.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2596870/ERR2596870.fastq.gz	E-MTAB-6813:6119sTS.Macaque.Heart.6mpb.Male
SAMEA4688392	ERR2596873	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2596873/ERR2596873.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2596873/ERR2596873.fastq.gz	E-MTAB-6813:5361sTS.Macaque.Kidney.153dpb.Male
SAMEA4688394	ERR2596875	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2596875/ERR2596875.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2596875/ERR2596875.fastq.gz	E-MTAB-6813:6066sTS.Macaque.Kidney.6mpb.Male
SAMEA4688396	ERR2596877	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596877/ERR2596877.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596877/ERR2596877.fastq.gz	E-MTAB-6813:6059sTS.Macaque.Liver.6mpb.Male
SAMEA4688397	ERR2596878	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596878/ERR2596878.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596878/ERR2596878.fastq.gz	E-MTAB-6813:6064sTS.Macaque.Liver.6mpb.Male
SAMEA4688403	ERR2596884	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2596884/ERR2596884.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2596884/ERR2596884.fastq.gz	E-MTAB-6813:6085sTS.Macaque.Heart.8ypb.Female
SAMEA4688406	ERR2596887	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596887/ERR2596887.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596887/ERR2596887.fastq.gz	E-MTAB-6813:6086sTS.Macaque.Liver.8ypb.Female
SAMEA4688416	ERR2596897	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596897/ERR2596897.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596897/ERR2596897.fastq.gz	E-MTAB-6813:5993sTS.Macaque.Liver.9ypb.Male
SAMEA4688426	ERR2596907	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596907/ERR2596907.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596907/ERR2596907.fastq.gz	E-MTAB-6813:6030sTS.Macaque.Kidney.93.Female
SAMEA4688427	ERR2596908	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596908/ERR2596908.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596908/ERR2596908.fastq.gz	E-MTAB-6813:6033sTS.Macaque.Kidney.93.Female
SAMEA4688428	ERR2596909	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2596909/ERR2596909.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2596909/ERR2596909.fastq.gz	E-MTAB-6813:6029sTS.Macaque.Liver.93.Female
SAMEA4688429	ERR2596910	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2596910/ERR2596910.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2596910/ERR2596910.fastq.gz	E-MTAB-6813:6032sTS.Macaque.Liver.93.Female
SAMEA4688437	ERR2596918	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596918/ERR2596918.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596918/ERR2596918.fastq.gz	E-MTAB-6813:5495sTS.Macaque.Liver.109.Male
SAMEA4688439	ERR2596920	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2596920/ERR2596920.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2596920/ERR2596920.fastq.gz	E-MTAB-6813:5464sTS.Macaque.Testis.109.Male
SAMEA4688440	ERR2596921	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2596921/ERR2596921.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2596921/ERR2596921.fastq.gz	E-MTAB-6813:6113sTS.Macaque.Brain.112.Male
SAMEA4688441	ERR2596922	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2596922/ERR2596922.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2596922/ERR2596922.fastq.gz	E-MTAB-6813:6037sTS.Macaque.Heart.112.Male
SAMEA4688448	ERR2596929	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2596929/ERR2596929.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2596929/ERR2596929.fastq.gz	E-MTAB-6813:5387sTS.Macaque.Heart.123.Male
SAMEA4688449	ERR2596930	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2596930/ERR2596930.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2596930/ERR2596930.fastq.gz	E-MTAB-6813:5411sTS.Macaque.Heart.123.Male
SAMEA4688453	ERR2596934	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2596934/ERR2596934.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2596934/ERR2596934.fastq.gz	E-MTAB-6813:5406sTS.Macaque.Liver.123.Male
SAMEA4688454	ERR2596935	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2596935/ERR2596935.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2596935/ERR2596935.fastq.gz	E-MTAB-6813:5493sTS.Macaque.Liver.123.Male
SAMEA4688458	ERR2596939	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2596939/ERR2596939.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2596939/ERR2596939.fastq.gz	E-MTAB-6813:5455sTS.Macaque.Brain.129.Male
SAMEA4688459	ERR2596940	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2596940/ERR2596940.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2596940/ERR2596940.fastq.gz	E-MTAB-6813:6005sTS.Macaque.Heart.130.Male
SAMEA4688467	ERR2596948	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596948/ERR2596948.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596948/ERR2596948.fastq.gz	E-MTAB-6813:5483sTS.Macaque.Testis.129.Male
SAMEA4688468	ERR2596949	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2596949/ERR2596949.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2596949/ERR2596949.fastq.gz	E-MTAB-6813:6110sTS.Macaque.Brain.14ypb.Male
SAMEA4688471	ERR2596952	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2596952/ERR2596952.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2596952/ERR2596952.fastq.gz	E-MTAB-6813:6120sTS.Macaque.Heart.15ypb.Male
SAMEA4688473	ERR2596954	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2596954/ERR2596954.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2596954/ERR2596954.fastq.gz	E-MTAB-6813:5376sTS.Macaque.Kidney.14ypb.Male
SAMEA4688477	ERR2596958	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596958/ERR2596958.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596958/ERR2596958.fastq.gz	E-MTAB-6813:6114sTS.Macaque.Liver.14ypb.Male
SAMEA4688481	ERR2596962	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2596962/ERR2596962.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2596962/ERR2596962.fastq.gz	E-MTAB-6813:6121sTS.Macaque.Heart.20ypb.Male
SAMEA4688484	ERR2596965	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2596965/ERR2596965.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2596965/ERR2596965.fastq.gz	E-MTAB-6813:6126sTS.Macaque.Kidney.20ypb.Male
SAMEA4688489	ERR2596970	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2596970/ERR2596970.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2596970/ERR2596970.fastq.gz	E-MTAB-6813:5389sTS.Macaque.Cerebellum.22ypb.Male
SAMEA4688491	ERR2596972	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2596972/ERR2596972.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2596972/ERR2596972.fastq.gz	E-MTAB-6813:5412sTS.Macaque.Testis.22ypb.Male
SAMEA4688315	ERR2596796	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2596796/ERR2596796.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2596796/ERR2596796.fastq.gz	E-MTAB-6813:5471sTS.Macaque.Brain.23dpb.Male
SAMEA4688316	ERR2596797	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596797/ERR2596797.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596797/ERR2596797.fastq.gz	E-MTAB-6813:5480sTS.Macaque.Brain.22dpb.Male
SAMEA4688317	ERR2596798	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596798/ERR2596798.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596798/ERR2596798.fastq.gz	E-MTAB-6813:5500sTS.Macaque.Brain.1dpb.Male
SAMEA4688318	ERR2596799	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2596799/ERR2596799.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2596799/ERR2596799.fastq.gz	E-MTAB-6813:6006sTS.Macaque.Brain.1dpb.Male
SAMEA4688321	ERR2596802	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2596802/ERR2596802.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2596802/ERR2596802.fastq.gz	E-MTAB-6813:5409sTS.Macaque.Heart.1dpb.Male
SAMEA4688323	ERR2596804	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2596804/ERR2596804.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2596804/ERR2596804.fastq.gz	E-MTAB-6813:5474sTS.Macaque.Heart.1dpb.Male
SAMEA4688325	ERR2596806	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2596806/ERR2596806.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2596806/ERR2596806.fastq.gz	E-MTAB-6813:6118sTS.Macaque.Heart.20dpb.Male
SAMEA4688328	ERR2596809	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2596809/ERR2596809.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2596809/ERR2596809.fastq.gz	E-MTAB-6813:5477sTS.Macaque.Cerebellum.1dpb.Male
SAMEA4688330	ERR2596811	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2596811/ERR2596811.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2596811/ERR2596811.fastq.gz	E-MTAB-6813:5453sTS.Macaque.Kidney.1dpb.Male
SAMEA4688332	ERR2596813	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2596813/ERR2596813.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2596813/ERR2596813.fastq.gz	E-MTAB-6813:5490sTS.Macaque.Kidney.22dpb.Male
SAMEA4688335	ERR2596816	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2596816/ERR2596816.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2596816/ERR2596816.fastq.gz	E-MTAB-6813:5368sTS.Macaque.Liver.22dpb.Male
SAMEA4688336	ERR2596817	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596817/ERR2596817.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596817/ERR2596817.fastq.gz	E-MTAB-6813:5431sTS.Macaque.Liver.1dpb.Male
SAMEA4688337	ERR2596818	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596818/ERR2596818.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596818/ERR2596818.fastq.gz	E-MTAB-6813:5496sTS.Macaque.Liver.1dpb.Male
SAMEA4688343	ERR2596824	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2596824/ERR2596824.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2596824/ERR2596824.fastq.gz	E-MTAB-6813:5408sTS.Macaque.Testis.23dpb.Male
SAMEA4688346	ERR2596827	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596827/ERR2596827.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596827/ERR2596827.fastq.gz	E-MTAB-6813:6012sTS.Macaque.Brain.1ypb.Male
SAMEA4688350	ERR2596831	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2596831/ERR2596831.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2596831/ERR2596831.fastq.gz	E-MTAB-6813:5481sTS.Macaque.Heart.1ypb.Male
SAMEA4688352	ERR2596833	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2596833/ERR2596833.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2596833/ERR2596833.fastq.gz	E-MTAB-6813:5458sTS.Macaque.Cerebellum.1ypb.Male
SAMEA4688353	ERR2596834	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2596834/ERR2596834.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2596834/ERR2596834.fastq.gz	E-MTAB-6813:5472sTS.Macaque.Kidney.1ypb.Male
SAMEA4688357	ERR2596838	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596838/ERR2596838.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596838/ERR2596838.fastq.gz	E-MTAB-6813:5366sTS.Macaque.Liver.1ypb.Male
SAMEA4688358	ERR2596839	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2596839/ERR2596839.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2596839/ERR2596839.fastq.gz	E-MTAB-6813:5497sTS.Macaque.Liver.1ypb.Male
SAMEA4688363	ERR2596844	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2596844/ERR2596844.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2596844/ERR2596844.fastq.gz	E-MTAB-6813:6075sTS.Macaque.Testis.1ypb.Male
SAMEA4688366	ERR2596847	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2596847/ERR2596847.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2596847/ERR2596847.fastq.gz	E-MTAB-6813:6084sTS.Macaque.Brain.3ypb.Male
SAMEA4688367	ERR2596848	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596848/ERR2596848.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596848/ERR2596848.fastq.gz	E-MTAB-6813:5422sTS.Macaque.Heart.3ypb.Male
SAMEA4688368	ERR2596849	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2596849/ERR2596849.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2596849/ERR2596849.fastq.gz	E-MTAB-6813:5436sTS.Macaque.Heart.3ypb.Male
SAMEA4688370	ERR2596851	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2596851/ERR2596851.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2596851/ERR2596851.fastq.gz	E-MTAB-6813:6081sTS.Macaque.Heart.3ypb.Male
SAMEA4688372	ERR2596853	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2596853/ERR2596853.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2596853/ERR2596853.fastq.gz	E-MTAB-6813:5442sTS.Macaque.Cerebellum.3ypb.Male
SAMEA4688373	ERR2596854	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2596854/ERR2596854.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2596854/ERR2596854.fastq.gz	E-MTAB-6813:5380sTS.Macaque.Kidney.3ypb.Male
SAMEA4688377	ERR2596858	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2596858/ERR2596858.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2596858/ERR2596858.fastq.gz	E-MTAB-6813:5447sTS.Macaque.Liver.3ypb.Male
SAMEA4688379	ERR2596860	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2596860/ERR2596860.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2596860/ERR2596860.fastq.gz	E-MTAB-6813:6077sTS.Macaque.Liver.3ypb.Male
SAMEA4688380	ERR2596861	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2596861/ERR2596861.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2596861/ERR2596861.fastq.gz	E-MTAB-6813:5440sTS.Macaque.Testis.3ypb.Male
SAMEA4688382	ERR2596863	Macaca mulatta	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2596863/ERR2596863.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2596863/ERR2596863.fastq.gz	E-MTAB-6813:6080sTS.Macaque.Testis.3ypb.Male
