sample_accession	run_accession	scientific_name	fastq_ftp	fastq_aspera	sample_alias
SAMEA4680580	ERR2592371	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592371/ERR2592371.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592371/ERR2592371.fastq.gz	E-MTAB-6811:3515sTS.Rat.Liver.13.Female
SAMEA4680581	ERR2592372	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592372/ERR2592372.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592372/ERR2592372.fastq.gz	E-MTAB-6811:3516sTS.Rat.Ovary.13.Female
SAMEA4680584	ERR2592375	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592375/ERR2592375.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592375/ERR2592375.fastq.gz	E-MTAB-6811:3522sTS.Rat.Liver.13.Male
SAMEA4680592	ERR2592383	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592383/ERR2592383.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592383/ERR2592383.fastq.gz	E-MTAB-6811:3649sTS.Rat.Brain.13.Male
SAMEA4680594	ERR2592385	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592385/ERR2592385.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592385/ERR2592385.fastq.gz	E-MTAB-6811:3538sTS.Rat.WholeBrain.14.Female
SAMEA4680603	ERR2592394	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592394/ERR2592394.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592394/ERR2592394.fastq.gz	E-MTAB-6811:3552sTS.Rat.Heart.14.Male
SAMEA4680605	ERR2592396	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592396/ERR2592396.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592396/ERR2592396.fastq.gz	E-MTAB-6811:3554sTS.Rat.Testis.14.Male
SAMEA4680607	ERR2592398	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592398/ERR2592398.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592398/ERR2592398.fastq.gz	E-MTAB-6811:3556sTS.Rat.Heart.14.Male
SAMEA4680613	ERR2592404	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592404/ERR2592404.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592404/ERR2592404.fastq.gz	E-MTAB-6811:4092sTS.Rat.Brain.14.Male
SAMEA4680615	ERR2592406	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592406/ERR2592406.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592406/ERR2592406.fastq.gz	E-MTAB-6811:4235sTS.Rat.Brain.14.Female
SAMEA4680617	ERR2592408	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592408/ERR2592408.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592408/ERR2592408.fastq.gz	E-MTAB-6811:2395sTS.Rat.Testis.15.Male
SAMEA4680625	ERR2592416	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592416/ERR2592416.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592416/ERR2592416.fastq.gz	E-MTAB-6811:3562sTS.Rat.Heart.15.Female
SAMEA4680630	ERR2592421	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592421/ERR2592421.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592421/ERR2592421.fastq.gz	E-MTAB-6811:3570sTS.Rat.Heart.15.Female
SAMEA4680637	ERR2592428	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592428/ERR2592428.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592428/ERR2592428.fastq.gz	E-MTAB-6811:4033sTS.Rat.Cerebellum.15.Male
SAMEA4680640	ERR2592431	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592431/ERR2592431.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592431/ERR2592431.fastq.gz	E-MTAB-6811:4230sTS.Rat.Kidney.15.Female
SAMEA4680641	ERR2592432	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592432/ERR2592432.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592432/ERR2592432.fastq.gz	E-MTAB-6811:4231sTS.Rat.Brain.15.Female
SAMEA4680650	ERR2592441	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592441/ERR2592441.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592441/ERR2592441.fastq.gz	E-MTAB-6811:3595sTS.Rat.Heart.16.Female
SAMEA4680662	ERR2592453	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592453/ERR2592453.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592453/ERR2592453.fastq.gz	E-MTAB-6811:3899sTS.Rat.Liver.16.Female
SAMEA4680663	ERR2592454	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592454/ERR2592454.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592454/ERR2592454.fastq.gz	E-MTAB-6811:4094sTS.Rat.Brain.16.Male
SAMEA4680664	ERR2592455	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592455/ERR2592455.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592455/ERR2592455.fastq.gz	E-MTAB-6811:4095sTS.Rat.Cerebellum.16.Male
SAMEA4680668	ERR2592459	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592459/ERR2592459.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592459/ERR2592459.fastq.gz	E-MTAB-6811:4099sTS.Rat.Cerebellum.16.Female
SAMEA4680677	ERR2592468	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592468/ERR2592468.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592468/ERR2592468.fastq.gz	E-MTAB-6811:2597sTS.Rat.Testis.17.Male
SAMEA4680680	ERR2592471	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592471/ERR2592471.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592471/ERR2592471.fastq.gz	E-MTAB-6811:2600sTS.Rat.Brain.17.Female
SAMEA4680681	ERR2592472	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592472/ERR2592472.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592472/ERR2592472.fastq.gz	E-MTAB-6811:2601sTS.Rat.Cerebellum.17.Female
SAMEA4680682	ERR2592473	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592473/ERR2592473.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592473/ERR2592473.fastq.gz	E-MTAB-6811:2602sTS.Rat.Ovary.17.Female
SAMEA4680683	ERR2592474	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592474/ERR2592474.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592474/ERR2592474.fastq.gz	E-MTAB-6811:2603sTS.Rat.Brain.17.Male
SAMEA4680684	ERR2592475	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592475/ERR2592475.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592475/ERR2592475.fastq.gz	E-MTAB-6811:2604sTS.Rat.Cerebellum.17.Male
SAMEA4680689	ERR2592480	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592480/ERR2592480.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592480/ERR2592480.fastq.gz	E-MTAB-6811:2686sTS.Rat.Heart.17.Female
SAMEA4680695	ERR2592486	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592486/ERR2592486.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592486/ERR2592486.fastq.gz	E-MTAB-6811:4251sTS.Rat.Brain.17.Female
SAMEA4680697	ERR2592488	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592488/ERR2592488.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592488/ERR2592488.fastq.gz	E-MTAB-6811:4253sTS.Rat.Brain.17.Female
SAMEA4680699	ERR2592490	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592490/ERR2592490.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592490/ERR2592490.fastq.gz	E-MTAB-6811:5350sTS.Rat.Kidney.17.Male
SAMEA4680700	ERR2592491	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592491/ERR2592491.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592491/ERR2592491.fastq.gz	E-MTAB-6811:1824sTS.Rat.Testis.18.Male
SAMEA4680704	ERR2592495	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2592495/ERR2592495.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2592495/ERR2592495.fastq.gz	E-MTAB-6811:2520sTS.Rat.Liver.18.Male
SAMEA4680707	ERR2592498	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592498/ERR2592498.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592498/ERR2592498.fastq.gz	E-MTAB-6811:2721sTS.Rat.Heart.18.Female
SAMEA4680709	ERR2592500	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592500/ERR2592500.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592500/ERR2592500.fastq.gz	E-MTAB-6811:2723sTS.Rat.Heart.18.Male
SAMEA4680711	ERR2592502	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592502/ERR2592502.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592502/ERR2592502.fastq.gz	E-MTAB-6811:2753sTS.Rat.Testis.18.Male
SAMEA4680716	ERR2592507	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592507/ERR2592507.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592507/ERR2592507.fastq.gz	E-MTAB-6811:4249sTS.Rat.Brain.18.Female
SAMEA4680718	ERR2592509	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592509/ERR2592509.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592509/ERR2592509.fastq.gz	E-MTAB-6811:5352sTS.Rat.Ovary.18.Female
SAMEA4680719	ERR2592510	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592510/ERR2592510.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592510/ERR2592510.fastq.gz	E-MTAB-6811:5576sTS.Rat.Heart.18.Female
SAMEA4680723	ERR2592514	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592514/ERR2592514.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592514/ERR2592514.fastq.gz	E-MTAB-6811:5981sTS.Rat.Brain.18.Male
SAMEA4680725	ERR2592516	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592516/ERR2592516.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592516/ERR2592516.fastq.gz	E-MTAB-6811:2401sTS.Rat.Cerebellum.19d.Female
SAMEA4680726	ERR2592517	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592517/ERR2592517.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592517/ERR2592517.fastq.gz	E-MTAB-6811:2402sTS.Rat.Brain.19.Female
SAMEA4680727	ERR2592518	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592518/ERR2592518.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592518/ERR2592518.fastq.gz	E-MTAB-6811:2403sTS.Rat.Cerebellum.19.Female
SAMEA4680729	ERR2592520	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592520/ERR2592520.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592520/ERR2592520.fastq.gz	E-MTAB-6811:2405sTS.Rat.Cerebellum.19d.Male
SAMEA4680731	ERR2592522	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592522/ERR2592522.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592522/ERR2592522.fastq.gz	E-MTAB-6811:2407sTS.Rat.Cerebellum.19.Male
SAMEA4680733	ERR2592524	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592524/ERR2592524.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592524/ERR2592524.fastq.gz	E-MTAB-6811:2435sTS.Rat.Heart.19.Female
SAMEA4680735	ERR2592526	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592526/ERR2592526.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592526/ERR2592526.fastq.gz	E-MTAB-6811:2440sTS.Rat.Heart.19.Male
SAMEA4680736	ERR2592527	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592527/ERR2592527.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592527/ERR2592527.fastq.gz	E-MTAB-6811:2712sTS.Rat.Ovary.19.Female
SAMEA4680739	ERR2592530	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592530/ERR2592530.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592530/ERR2592530.fastq.gz	E-MTAB-6811:2715sTS.Rat.Heart.19.Male
SAMEA4680740	ERR2592531	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592531/ERR2592531.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592531/ERR2592531.fastq.gz	E-MTAB-6811:2716sTS.Rat.Kidney.19.Male
SAMEA4680745	ERR2592536	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592536/ERR2592536.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592536/ERR2592536.fastq.gz	E-MTAB-6811:4036sTS.Rat.Liver.19.Male
SAMEA4680748	ERR2592539	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592539/ERR2592539.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592539/ERR2592539.fastq.gz	E-MTAB-6811:2672sTS.Rat.Brain.20.Male
SAMEA4680749	ERR2592540	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592540/ERR2592540.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592540/ERR2592540.fastq.gz	E-MTAB-6811:2673sTS.Rat.Cerebellum.20.Male
SAMEA4680750	ERR2592541	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592541/ERR2592541.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592541/ERR2592541.fastq.gz	E-MTAB-6811:2677sTS.Rat.Brain.20.Female
SAMEA4680759	ERR2592550	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592550/ERR2592550.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592550/ERR2592550.fastq.gz	E-MTAB-6811:2693sTS.Rat.Liver.20.Female
SAMEA4680760	ERR2592551	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592551/ERR2592551.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592551/ERR2592551.fastq.gz	E-MTAB-6811:2694sTS.Rat.Liver.20.Male
SAMEA4680761	ERR2592552	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/002/ERR2592552/ERR2592552.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/002/ERR2592552/ERR2592552.fastq.gz	E-MTAB-6811:2695sTS.Rat.Kidney.20.Female
SAMEA4680763	ERR2592554	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592554/ERR2592554.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592554/ERR2592554.fastq.gz	E-MTAB-6811:2697sTS.Rat.Kidney.20.Male
SAMEA4680767	ERR2592558	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592558/ERR2592558.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592558/ERR2592558.fastq.gz	E-MTAB-6811:2701sTS.Rat.Liver.20.Female
SAMEA4680768	ERR2592559	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592559/ERR2592559.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592559/ERR2592559.fastq.gz	E-MTAB-6811:2702sTS.Rat.Heart.20.Male
SAMEA4680769	ERR2592560	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2592560/ERR2592560.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2592560/ERR2592560.fastq.gz	E-MTAB-6811:2703sTS.Rat.Liver.20.Male
SAMEA4680775	ERR2592566	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592566/ERR2592566.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592566/ERR2592566.fastq.gz	E-MTAB-6811:1749sTS.Rat.Kidney.0dpb.Male
SAMEA4680777	ERR2592568	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592568/ERR2592568.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592568/ERR2592568.fastq.gz	E-MTAB-6811:2181sTS.Rat.Brain.0dpb.Female
SAMEA4680780	ERR2592571	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2592571/ERR2592571.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2592571/ERR2592571.fastq.gz	E-MTAB-6811:2184sTS.Rat.Ovary.0dpb.Female
SAMEA4680785	ERR2592576	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592576/ERR2592576.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592576/ERR2592576.fastq.gz	E-MTAB-6811:2293sTS.Rat.Cerebellum.0dpb.Female
SAMEA4680786	ERR2592577	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592577/ERR2592577.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592577/ERR2592577.fastq.gz	E-MTAB-6811:2558sTS.Rat.Liver.0dpb.Male
SAMEA4680787	ERR2592578	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592578/ERR2592578.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592578/ERR2592578.fastq.gz	E-MTAB-6811:2559sTS.Rat.Liver.0dpb.Male
SAMEA4680788	ERR2592579	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2592579/ERR2592579.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2592579/ERR2592579.fastq.gz	E-MTAB-6811:2560sTS.Rat.Liver.0dpb.Female
SAMEA4680792	ERR2592583	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592583/ERR2592583.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592583/ERR2592583.fastq.gz	E-MTAB-6811:2709sTS.Rat.Kidney.0dpb.Male
SAMEA4680795	ERR2592586	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592586/ERR2592586.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592586/ERR2592586.fastq.gz	E-MTAB-6811:5051sTS.Rat.Liver.0dpb.Female
SAMEA4680803	ERR2592594	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2592594/ERR2592594.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2592594/ERR2592594.fastq.gz	E-MTAB-6811:4904sTS.Rat.Brain.3dpb.Male
SAMEA4680806	ERR2592597	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2592597/ERR2592597.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2592597/ERR2592597.fastq.gz	E-MTAB-6811:4907sTS.Rat.Kidney.3dpb.Male
SAMEA4680807	ERR2592598	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2592598/ERR2592598.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2592598/ERR2592598.fastq.gz	E-MTAB-6811:4908sTS.Rat.Liver.3dpb.Male
SAMEA4680812	ERR2592603	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2592603/ERR2592603.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2592603/ERR2592603.fastq.gz	E-MTAB-6811:4961sTS.Rat.Liver.3dpb.Male
SAMEA4680815	ERR2592606	Rattus norvegicus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2592606/ERR2592606.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2592606/ERR2592606.fastq.gz	E-MTAB-6811:4964sTS.Rat.Brain.3dpb.Female
