sample_accession	run_accession	scientific_name	fastq_ftp	fastq_aspera	sample_alias
SAMEA4670118	ERR2587427	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2587427/ERR2587427.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2587427/ERR2587427.fastq.gz	E-MTAB-6782:4849sTS.Rabbit.Cerebellum.16.5.Male
SAMEA4670119	ERR2587428	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587428/ERR2587428.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587428/ERR2587428.fastq.gz	E-MTAB-6782:4851sTS.Rabbit.Cerebellum.16.5.Female
SAMEA4670121	ERR2587430	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587430/ERR2587430.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587430/ERR2587430.fastq.gz	E-MTAB-6782:3406sTS.Rabbit.Kidney.16.5.Male
SAMEA4670129	ERR2587438	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587438/ERR2587438.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587438/ERR2587438.fastq.gz	E-MTAB-6782:3411sTS.Rabbit.Ovary.16.5.Female
SAMEA4670135	ERR2587444	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2587444/ERR2587444.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2587444/ERR2587444.fastq.gz	E-MTAB-6782:3432sTS.Rabbit.WholeBrain.16.5.Female
SAMEA4670139	ERR2587448	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587448/ERR2587448.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587448/ERR2587448.fastq.gz	E-MTAB-6782:4858sTS.Rabbit.Brain.18.Male
SAMEA4670141	ERR2587450	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587450/ERR2587450.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587450/ERR2587450.fastq.gz	E-MTAB-6782:3320sTS.Rabbit.Heart.18.Male
SAMEA4670146	ERR2587455	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2587455/ERR2587455.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2587455/ERR2587455.fastq.gz	E-MTAB-6782:4857sTS.Rabbit.Cerebellum.18.Female
SAMEA4670148	ERR2587457	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2587457/ERR2587457.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2587457/ERR2587457.fastq.gz	E-MTAB-6782:4861sTS.Rabbit.Cerebellum.18.Female
SAMEA4670149	ERR2587458	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587458/ERR2587458.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587458/ERR2587458.fastq.gz	E-MTAB-6782:3321sTS.Rabbit.Kidney.18.Male
SAMEA4670151	ERR2587460	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587460/ERR2587460.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587460/ERR2587460.fastq.gz	E-MTAB-6782:3342sTS.Rabbit.Kidney.18.Female
SAMEA4670152	ERR2587461	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2587461/ERR2587461.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/001/ERR2587461/ERR2587461.fastq.gz	E-MTAB-6782:3402sTS.Rabbit.Kidney.18.Male
SAMEA4670153	ERR2587462	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2587462/ERR2587462.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2587462/ERR2587462.fastq.gz	E-MTAB-6782:3289sTS.Rabbit.Liver.18.Male
SAMEA4670158	ERR2587467	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2587467/ERR2587467.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2587467/ERR2587467.fastq.gz	E-MTAB-6782:3343sTS.Rabbit.Ovary.18.Female
SAMEA4670159	ERR2587468	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587468/ERR2587468.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587468/ERR2587468.fastq.gz	E-MTAB-6782:3322sTS.Rabbit.Testis.18.Male
SAMEA4670162	ERR2587471	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2587471/ERR2587471.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/001/ERR2587471/ERR2587471.fastq.gz	E-MTAB-6782:3498sTS.Rabbit.WholeBrain.18.Male
SAMEA4670166	ERR2587475	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2587475/ERR2587475.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2587475/ERR2587475.fastq.gz	E-MTAB-6782:4788sTS.Rabbit.Brain.19.5.Male
SAMEA4670169	ERR2587478	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587478/ERR2587478.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587478/ERR2587478.fastq.gz	E-MTAB-6782:4783sTS.Rabbit.Heart.19.5.Female
SAMEA4670174	ERR2587483	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2587483/ERR2587483.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2587483/ERR2587483.fastq.gz	E-MTAB-6782:4789sTS.Rabbit.Cerebellum.19.5.Male
SAMEA4670175	ERR2587484	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2587484/ERR2587484.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2587484/ERR2587484.fastq.gz	E-MTAB-6782:4868sTS.Rabbit.Cerebellum.19.5.Male
SAMEA4670179	ERR2587488	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587488/ERR2587488.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587488/ERR2587488.fastq.gz	E-MTAB-6782:4870sTSm.Rabbit.Kidney.19.5.Male
SAMEA4670180	ERR2587489	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587489/ERR2587489.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587489/ERR2587489.fastq.gz	E-MTAB-6782:4878sTSm.Rabbit.Kidney.19.5.Female
SAMEA4670181	ERR2587490	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587490/ERR2587490.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587490/ERR2587490.fastq.gz	E-MTAB-6782:4785sTS.Rabbit.Liver.19.5.Female
SAMEA4670187	ERR2587496	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2587496/ERR2587496.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2587496/ERR2587496.fastq.gz	E-MTAB-6782:4864sTS.Rabbit.Testis.19.5.Male
SAMEA4670194	ERR2587503	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2587503/ERR2587503.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2587503/ERR2587503.fastq.gz	E-MTAB-6782:3311sTS.Rabbit.Heart.21.Male
SAMEA4670196	ERR2587505	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2587505/ERR2587505.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2587505/ERR2587505.fastq.gz	E-MTAB-6782:3397sTS.Rabbit.Heart.21.Female
SAMEA4670198	ERR2587507	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2587507/ERR2587507.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2587507/ERR2587507.fastq.gz	E-MTAB-6782:4884sTS.Rabbit.Cerebellum.21.Female
SAMEA4670205	ERR2587514	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2587514/ERR2587514.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2587514/ERR2587514.fastq.gz	E-MTAB-6782:3264sTS.Rabbit.Liver.21.Male
SAMEA4670208	ERR2587517	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2587517/ERR2587517.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2587517/ERR2587517.fastq.gz	E-MTAB-6782:3319sTS.Rabbit.Ovary.21.Female
SAMEA4670211	ERR2587520	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587520/ERR2587520.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587520/ERR2587520.fastq.gz	E-MTAB-6782:3313sTS.Rabbit.Testis.21.Male
SAMEA4670214	ERR2587523	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2587523/ERR2587523.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2587523/ERR2587523.fastq.gz	E-MTAB-6782:3493sTS.Rabbit.WholeBrain.21.Male
SAMEA4670216	ERR2587525	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2587525/ERR2587525.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2587525/ERR2587525.fastq.gz	E-MTAB-6782:4889sTS.Rabbit.Brain.23.Male
SAMEA4670219	ERR2587528	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587528/ERR2587528.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587528/ERR2587528.fastq.gz	E-MTAB-6782:4895sTS.Rabbit.Brain.23.Female
SAMEA4670224	ERR2587533	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2587533/ERR2587533.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2587533/ERR2587533.fastq.gz	E-MTAB-6782:4890sTS.Rabbit.Cerebellum.23.Male
SAMEA4670236	ERR2587545	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2587545/ERR2587545.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2587545/ERR2587545.fastq.gz	E-MTAB-6782:3261sTS.Rabbit.Ovary.23.Female
SAMEA4670239	ERR2587548	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587548/ERR2587548.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587548/ERR2587548.fastq.gz	E-MTAB-6782:3276sTS.Rabbit.Testis.23.Male
SAMEA4670240	ERR2587549	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587549/ERR2587549.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587549/ERR2587549.fastq.gz	E-MTAB-6782:3490sTS.Rabbit.WholeBrain.23.Female
SAMEA4670242	ERR2587551	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2587551/ERR2587551.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/001/ERR2587551/ERR2587551.fastq.gz	E-MTAB-6782:3508sTS.Rabbit.WholeBrain.23.Male
SAMEA4670245	ERR2587554	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2587554/ERR2587554.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2587554/ERR2587554.fastq.gz	E-MTAB-6782:3207sTS.Rabbit.Heart.24.Male
SAMEA4670247	ERR2587556	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2587556/ERR2587556.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2587556/ERR2587556.fastq.gz	E-MTAB-6782:3220sTS.Rabbit.Heart.24.Female
SAMEA4670250	ERR2587559	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587559/ERR2587559.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587559/ERR2587559.fastq.gz	E-MTAB-6782:5000sTS.Rabbit.Cerebellum.24.Female
SAMEA4670251	ERR2587560	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587560/ERR2587560.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587560/ERR2587560.fastq.gz	E-MTAB-6782:3202sTS.Rabbit.Kidney.24.Male
SAMEA4670263	ERR2587572	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2587572/ERR2587572.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2587572/ERR2587572.fastq.gz	E-MTAB-6782:3504sTS.Rabbit.WholeBrain.24.Male
SAMEA4670267	ERR2587576	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/006/ERR2587576/ERR2587576.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/006/ERR2587576/ERR2587576.fastq.gz	E-MTAB-6782:3162sTS.Rabbit.Brain.27.Female
SAMEA4670270	ERR2587579	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587579/ERR2587579.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587579/ERR2587579.fastq.gz	E-MTAB-6782:3155sTS.Rabbit.Heart.27.Male
SAMEA4670273	ERR2587582	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2587582/ERR2587582.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2587582/ERR2587582.fastq.gz	E-MTAB-6782:3194sTS.Rabbit.Heart.27.Female
SAMEA4670276	ERR2587585	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/005/ERR2587585/ERR2587585.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/005/ERR2587585/ERR2587585.fastq.gz	E-MTAB-6782:3185sTS.Rabbit.Cerebellum.27.Male
SAMEA4670280	ERR2587589	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587589/ERR2587589.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587589/ERR2587589.fastq.gz	E-MTAB-6782:3187sTS.Rabbit.Kidney.27.Male
SAMEA4670281	ERR2587590	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587590/ERR2587590.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587590/ERR2587590.fastq.gz	E-MTAB-6782:3195sTS.Rabbit.Kidney.27.Female
SAMEA4670283	ERR2587592	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/002/ERR2587592/ERR2587592.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/002/ERR2587592/ERR2587592.fastq.gz	E-MTAB-6782:3188sTS.Rabbit.Liver.27.Male
SAMEA4670284	ERR2587593	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/003/ERR2587593/ERR2587593.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/003/ERR2587593/ERR2587593.fastq.gz	E-MTAB-6782:3196sTS.Rabbit.Liver.27.Female
SAMEA4670285	ERR2587594	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/004/ERR2587594/ERR2587594.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/004/ERR2587594/ERR2587594.fastq.gz	E-MTAB-6782:3385sTS.Rabbit.Liver.27.Male
SAMEA4670288	ERR2587597	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/007/ERR2587597/ERR2587597.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/007/ERR2587597/ERR2587597.fastq.gz	E-MTAB-6782:3189sTS.Rabbit.Testis.27.Male
SAMEA4670291	ERR2587600	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/000/ERR2587600/ERR2587600.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/000/ERR2587600/ERR2587600.fastq.gz	E-MTAB-6782:3176sTS.Rabbit.Brain.0dpb.Male
SAMEA4670292	ERR2587601	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/001/ERR2587601/ERR2587601.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/001/ERR2587601/ERR2587601.fastq.gz	E-MTAB-6782:3386sTS.Rabbit.Brain.0dpb.Female
SAMEA4670299	ERR2587608	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/008/ERR2587608/ERR2587608.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/008/ERR2587608/ERR2587608.fastq.gz	E-MTAB-6782:3177sTS.Rabbit.Cerebellum.0dpb.Male
SAMEA4670300	ERR2587609	Oryctolagus cuniculus	ftp.sra.ebi.ac.uk/vol1/fastq/ERR258/009/ERR2587609/ERR2587609.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR258/009/ERR2587609/ERR2587609.fastq.gz	E-MTAB-6782:3387sTS.Rabbit.Cerebellum.0dpb.Female
